"Adipose...Subcutaneous" "Adipose...Visceral..Omentum." "Adrenal.Gland" "Artery...Aorta" "Artery...Coronary" "Artery...Tibial" "Brain...Anterior.cingulate.cortex..BA24." "Brain...Caudate..basal.ganglia." "Brain...Cerebellar.Hemisphere" "Brain...Cerebellum" "Brain...Cortex" "Brain...Frontal.Cortex..BA9." "Brain...Hippocampus" "Brain...Hypothalamus" "Brain...Nucleus.accumbens..basal.ganglia." "Brain...Putamen..basal.ganglia." "Breast...Mammary.Tissue" "Cells...EBV.transformed.lymphocytes" "Cells...Transformed.fibroblasts" "Colon...Sigmoid" "Colon...Transverse" "Esophagus...Gastroesophageal.Junction" "Esophagus...Mucosa" "Esophagus...Muscularis" "Heart...Atrial.Appendage" "Heart...Left.Ventricle" "Liver" "Lung" "Muscle...Skeletal" "Nerve...Tibial" "Ovary" "Pancreas" "Pituitary" "Prostate" "Skin...Not.Sun.Exposed..Suprapubic." "Skin...Sun.Exposed..Lower.leg." "Small.Intestine...Terminal.Ileum" "Spleen" "Stomach" "Testis" "Thyroid" "Uterus" "Vagina" "Whole.Blood"
"ENSG00000188529" 5980.74 6231.52422907489 6200.20689655172 6044.31696428571 5918.98496240602 5582.06626506024 2879.75 2946.05982905983 6830.06666666667 5335.256 2626.14035087719 3051.96296296296 2693.72340425532 3460.60416666667 3161.97345132743 2483.65979381443 6452.07009345794 14553.6101694915 6375.70070422535 5653.56375838926 5287.4693877551 5125.52287581699 4488.9965034965 4905.31174089069 3227.5206185567 2717.70183486239 2937.00840336134 6310.553125 2699.02790697674 5983.02631578947 7448.82474226804 3422.15204678363 5675.52427184466 5957.39622641509 4662.44 4135.04481792717 6056.03409090909 5232.99038461538 4490.56476683938 5575.58139534884 8486.69969040248 7986.87951807229 5356.11458333333 1214.19083969466
"ENSG00000188672" 13.3571428571429 9.18061674008811 35.2206896551724 8.23214285714286 7.3984962406015 7.22289156626506 60.0714285714286 70 40.9047619047619 35.832 55.9298245614035 58.3333333333333 50.7340425531915 45.0625 92.9115044247788 69.8041237113402 14.6401869158879 27.4745762711864 45.6654929577465 7.53691275167785 9.77040816326531 5.43790849673203 29.8426573426573 6.36437246963563 30.2474226804124 33.2614678899083 31.3949579831933 18.48125 38.7674418604651 15.5361842105263 23.8969072164948 28.1578947368421 177.941747572816 27.7641509433962 19.848 22.7983193277311 7.48863636363636 46.9615384615385 12.4870466321244 161.337209302326 16.1300309597523 10.7951807228916 21.6041666666667 214.798982188295
"ENSG00000189266" 6028.98285714286 7013.88546255507 5849.51034482759 5823.12946428571 5808.28571428571 5774.74096385542 3310.21428571429 3181.7264957265 3771.52380952381 2907.616 2876.85964912281 3552.75 2754.85106382979 3198.375 3175.15044247788 2722.98969072165 5838.58878504673 11302.7711864407 4850.50352112676 5807.61073825503 5978.0612244898 5112.75816993464 4037.24125874126 4813.94736842105 3489.70103092783 2988.79816513761 1919.34453781513 6746.603125 2182.51860465116 4726.5 6119.80412371134 2171.25730994152 3352.74757281553 4560.30188679245 3378.316 3192.1512605042 5497.77272727273 5125.96153846154 4464.96373056995 2515.53488372093 7320.11764705882 6689.68674698795 4451.11458333333 1791.06106870229
"ENSG00000197056" 623.248571428571 483.599118942731 529.255172413793 412.790178571429 540.796992481203 494.08734939759 202.095238095238 240.606837606838 427.533333333333 367.56 195.622807017544 192.574074074074 194.68085106383 284.572916666667 243.336283185841 185.536082474227 658.957943925234 252.194915254237 970.274647887324 656.308724832215 596.658163265306 548.647058823529 699.486013986014 539.708502024292 292.814432989691 248.935779816514 362.571428571429 537.39375 184.367441860465 722.174342105263 911.546391752577 353.707602339181 546.718446601942 667.603773584906 534.92 485.946778711485 628.25 665.028846153846 418.419689119171 1130.24418604651 793.034055727554 885.771084337349 772.625 122.977099236641
"ENSG00000197989" 1743.47428571429 1433.47136563877 694.441379310345 1620.07142857143 1919.87218045113 1642.52409638554 562.702380952381 614.367521367521 1427.48571428571 1179.104 669.833333333333 552.185185185185 681.531914893617 795.322916666667 608.70796460177 539.80412371134 2141.98130841121 4251.08474576271 1039.42253521127 1584.04697986577 2002.88265306122 1582.00653594771 2476.81468531469 1476.12955465587 784.448453608247 493.889908256881 621.470588235294 3215.240625 677.241860465116 1992.33223684211 2734.31958762887 1106.49122807018 1489.16504854369 2110.32075471698 1778.172 1532.21288515406 2678.76136363636 2952.10576923077 1294.68393782383 669.273255813953 1811.6439628483 2197 2172.44791666667 637.921119592875
"ENSG00000198492" 3670.85428571429 3708.53744493392 4299.75862068965 2443.41964285714 2986.75187969925 2584.17168674699 2161.83333333333 1762.90598290598 2583.24761904762 1971.36 2028.10526315789 2604.83333333333 1625.71276595745 2173.84375 1932.0796460177 1554.83505154639 4118.92056074766 6617.33898305085 6814.57746478873 2817.40268456376 3362.98979591837 2668.77124183007 4245.48601398601 2837.14170040486 1959.24742268041 2070.85779816514 2249.10924369748 3964.778125 2975.47906976744 3219.26644736842 3145.11340206186 2052.25730994152 2418.67961165049 2911.68867924528 4788.764 4594.26330532213 3454.53409090909 3699.75961538462 2668.86528497409 4379.98837209302 3246.85448916409 3344.51807228916 3297.60416666667 1523
"ENSG00000198746" 586.617142857143 480.378854625551 737.88275862069 424.665178571429 479.796992481203 454.268072289157 488.916666666667 445.111111111111 673.228571428571 589.336 622.122807017544 604.277777777778 415.872340425532 509.96875 457.58407079646 463.134020618557 591.42523364486 665.483050847458 539.44014084507 565.543624161074 568.882653061224 519.882352941176 531.06993006993 562.554655870445 298.685567010309 357.990825688073 393.042016806723 531.175 663.044186046512 613.345394736842 460.979381443299 305.66081871345 546.339805825243 563.575471698113 762.304 846.675070028011 634.340909090909 789.028846153846 493.310880829016 975.186046511628 550.164086687307 621.44578313253 506.864583333333 453.259541984733
"ENSG00000198830" 7050.1 6442.70044052863 7062.7724137931 7073.35267857143 7647.22556390977 8656.65963855422 4003.54761904762 4444.54700854701 6723.77142857143 5738.52 3871.51754385965 4008.06481481481 4122.48936170213 5416.4375 4854.91150442478 4302.58762886598 7884.29439252336 21261.2542372881 9544.08802816901 7709.18120805369 7783.95918367347 7156.3660130719 7542.61888111888 6853.02834008097 4114.59793814433 3000.38532110092 3247.97478991597 8811.153125 4001.06279069767 8541.86513157895 12319.4226804124 4603.38596491228 11886.8058252427 8832.72641509434 7132.856 6816.47899159664 8168.36363636364 9670.83653846154 5387.58549222798 6739.12209302326 10468.8544891641 10504.5180722892 8025.39583333333 7230.08905852417
"ENSG00000200087" 17.0914285714286 29.7797356828194 15.5034482758621 15.09375 20.0375939849624 9.20180722891566 6.84523809523809 7.92307692307692 4.68571428571429 4.288 6.60526315789474 5.32407407407407 5.68085106382979 8.0625 7.61946902654867 6.72164948453608 24.5467289719626 127.601694915254 61.5 13.4697986577181 24.7857142857143 17.3790849673203 69.1153846153846 14.8461538461538 11.7886597938144 6.14220183486239 12.3361344537815 50.5625 4.84418604651163 22.6776315789474 44 16.5789473684211 13.252427184466 25.4716981132075 39.448 25.5686274509804 24.5681818181818 39.5288461538462 20.3834196891192 8.75581395348837 27.5882352941176 18.0722891566265 44.1770833333333 20.2442748091603
"ENSG00000200403" 0.4 0.378854625550661 0.613793103448276 0.267857142857143 0.293233082706767 0.192771084337349 0.285714285714286 0.299145299145299 0.742857142857143 0.672 0.280701754385965 0.212962962962963 0.297872340425532 0.322916666666667 0.247787610619469 0.134020618556701 0.476635514018692 0.542372881355932 0.366197183098592 0.335570469798658 0.801020408163265 0.38562091503268 0.590909090909091 0.283400809716599 0.242268041237113 0.206422018348624 0.680672268907563 0.496875 0.0767441860465116 0.733552631578947 1.36082474226804 0.508771929824561 0.87378640776699 1 0.576 0.53781512605042 1.03409090909091 0.567307692307692 0.373056994818653 0.796511627906977 0.752321981424149 0.63855421686747 0.760416666666667 0.099236641221374
"ENSG00000201405" 2.50857142857143 1.48458149779736 3.06896551724138 1.95982142857143 1.87218045112782 1.68373493975904 2.1547619047619 2.57264957264957 4.59047619047619 5.224 2.99122807017544 2.30555555555556 1.75531914893617 2.3125 2.76106194690265 2.15463917525773 2.52336448598131 1.69491525423729 1.07042253521127 3.3758389261745 1.82142857142857 2.07843137254902 2.16083916083916 2.54655870445344 1.07216494845361 1.01834862385321 0.596638655462185 1.303125 1.26744186046512 4.48684210526316 5.05154639175258 1.04093567251462 3.84466019417476 4.9811320754717 1.448 2.17927170868347 2.02272727272727 2.39423076923077 1.39896373056995 3.51162790697674 6.74922600619195 3.33734939759036 2.6875 0.178117048346056
"ENSG00000203394" 1439.40285714286 1406.99559471366 1248.08275862069 1535.87946428571 1588.74436090226 1583.8343373494 1280.79761904762 1378.01709401709 1676.91428571429 1242.296 1136.98245614035 1368.61111111111 1191.96808510638 1381.3125 1401.26548672566 1189.45360824742 1451.39252336449 1229.20338983051 1053.03169014085 1916.77852348993 1428.16836734694 1616.96078431373 1337.46153846154 1647.74898785425 822.958762886598 664.495412844037 795.789915966387 1468.915625 718.853488372093 1815.17434210526 2111.65979381443 688.421052631579 1397.27184466019 1820 1313.428 1248.39775910364 1397.625 1802.75961538462 1090.35751295337 1076.83139534884 2026.16718266254 2262.24096385542 1821.11458333333 524.458015267176
"ENSG00000204138" 2041.78285714286 1735.73568281938 2172.22068965517 1808.8125 2046.98496240602 1942.1686746988 996.202380952381 1328.53846153846 1646.57142857143 1299.2 991.666666666667 961.111111111111 1205.86170212766 1164.35416666667 1145.7610619469 1131.69072164948 2181.85046728972 2972.55084745763 2012.89788732394 1988.88590604027 2551.23979591837 1827.92156862745 5775.43006993007 1933.26720647773 1380.98969072165 1302.93577981651 1848.63025210084 2272.44375 1650.78604651163 3072.57894736842 2260.32989690722 1376.53801169591 1390.52427184466 2490.35849056604 3153.756 3356.90196078431 2615.02272727273 2386.19230769231 1760.0414507772 2187.91860465116 2595.18885448916 2956.72289156626 3635.96875 577.610687022901
"ENSG00000204160" 3061.07428571429 2812.90308370044 1108.80689655172 1760.45535714286 1976.4962406015 1615.52108433735 1471.21428571429 1514.01709401709 2239.38095238095 2166.736 1803.05263157895 1605.66666666667 1241.58510638298 2014.69791666667 1794.65486725664 1450.03092783505 2771.58411214953 5693.1779661017 1711.68309859155 2063.08724832215 2277.70918367347 1782.96732026144 3316.95104895105 1804.02834008097 1221.35567010309 1317.11009174312 1670.61344537815 2785.903125 783.058139534884 1707.84210526316 1442.51546391753 936.023391812865 2176.59223300971 2221.72641509434 2306.424 2373.40056022409 2473.15909090909 5793.01923076923 1623.68911917098 1571.29651162791 2879.25386996904 2244.25301204819 2163.60416666667 22635.5216284987
"ENSG00000204178" 1512.56 1327.56828193833 2658.00689655172 1309.82589285714 1298.3007518797 1460.70481927711 1426.27380952381 1224.64957264957 4620.0380952381 3178.704 1401.04385964912 1770.99074074074 1159.71276595745 1538.44791666667 1350.05309734513 1109.37113402062 1443.31308411215 2100.82203389831 1394.60563380282 1369.44966442953 1427.52040816327 1342.25490196078 2395.09090909091 1507.75708502024 1003.64948453608 878.220183486239 2311.13445378151 1539.03125 2797.3488372093 1262.04934210526 1999.20618556701 2482.04093567251 1647.09708737864 1627.79245283019 1354.624 1564.10364145658 1620.29545454545 1423.80769230769 1499.98445595855 3342.19186046512 1732.4520123839 1489.8313253012 1597.875 730.587786259542
"ENSG00000204219" 1016.20857142857 765.713656387665 5930.14482758621 2378.28125 1573.51127819549 1738.6656626506 472.892857142857 276.435897435897 143.6 171.96 326.868421052632 307.611111111111 241.585106382979 342.677083333333 347.495575221239 257.639175257732 1261.99065420561 39.6864406779661 1039.1514084507 2241.71140939597 5222.26020408163 1562.75163398693 2045.19230769231 1324.17813765182 2123.30412371134 2779.33486238532 5030.19327731092 1301.61875 16366.3162790698 1448.22368421053 4545.81443298969 7284.33918128655 872.718446601942 3392.35849056604 2785.016 2610.58823529412 2241.93181818182 529.240384615385 3181.0414507772 326.023255813953 2472.61609907121 1497.75903614458 2190.44791666667 144.837150127226
"ENSG00000206888" 0.674285714285714 0.709251101321586 0.696551724137931 0.53125 0.744360902255639 0.460843373493976 0.25 0.444444444444444 1.55238095238095 1.616 0.37719298245614 0.314814814814815 0.24468085106383 0.4375 0.407079646017699 0.257731958762887 0.728971962616822 1.82203389830508 2.12676056338028 0.503355704697987 0.612244897959184 0.738562091503268 1.21678321678322 0.672064777327935 0.474226804123711 0.389908256880734 0.294117647058824 1.0125 0.130232558139535 0.779605263157895 1.63917525773196 0.450292397660819 1.3495145631068 1.13207547169811 0.876 0.717086834733894 0.784090909090909 0.576923076923077 0.751295336787565 0.86046511627907 1.20123839009288 1.33734939759036 1.125 0.269720101781171
"ENSG00000211454" 86.5142857142857 39.625550660793 59.448275862069 29.5714285714286 34.0676691729323 33.0993975903614 120.309523809524 127.923076923077 437.752380952381 345.856 130.587719298246 110.907407407407 100.648936170213 111.885416666667 137.442477876106 109.030927835052 118.518691588785 20.2966101694915 28.1302816901408 60.7986577181208 575.183673469388 35.6732026143791 50.2482517482517 31.4777327935223 18.9639175257732 13.4954128440367 2289.10084033613 40.703125 25.6348837209302 99.1875 110.721649484536 806.081871345029 117.47572815534 93.6320754716981 100.556 136.484593837535 2560.92045454545 53.375 1228.85492227979 169.238372093023 71.4922600619195 66.8433734939759 61.8541666666667 9.40458015267176
"ENSG00000214973" 11.3828571428571 10.8193832599119 12.3379310344828 7.25 9.4812030075188 11.5331325301205 4.65476190476191 4.56410256410256 4.66666666666667 3.368 3.87719298245614 5.5 4.12765957446809 4.97916666666667 5.02654867256637 4.60824742268041 10.2663551401869 33.1949152542373 18.5633802816901 10.8993288590604 11.9387755102041 10.4313725490196 6.38111888111888 12.0526315789474 19.860824742268 28.605504587156 4.02521008403361 9.190625 40.1 7.20065789473684 7.7319587628866 3.74269005847953 4.74757281553398 4.70754716981132 5.196 5.47899159663866 9.56818181818182 5.23076923076923 8.04145077720207 9.62790697674419 7.92879256965944 9.60240963855422 6.70833333333333 3.36386768447837
"ENSG00000218510" 749.108571428571 626.555066079295 582.28275862069 451.897321428571 595.18045112782 444.349397590361 317.488095238095 311.555555555556 481.742857142857 401.224 343.236842105263 379.712962962963 287.872340425532 404.59375 311.185840707965 291.752577319588 745.61214953271 864.21186440678 776.176056338028 576.872483221477 482.801020408163 483.307189542484 323.846153846154 558.064777327935 420.809278350515 325.197247706422 405.773109243697 560.359375 327.137209302326 720.496710526316 713.505154639175 2796.49122807018 810.378640776699 664.88679245283 568.152 615.238095238095 562.136363636364 995.076923076923 427.098445595855 667.343023255814 841.034055727554 667.746987951807 494.15625 313.743002544529
"ENSG00000219073" 316.097142857143 314.867841409692 64.4965517241379 97.125 64.8195488721804 124.599397590361 21.9642857142857 13.8974358974359 32.2857142857143 56.352 36.2719298245614 24.6666666666667 26.7446808510638 19.9791666666667 17.1504424778761 15.0824742268041 164.546728971963 59.6016949152542 58.7816901408451 72.6107382550336 69.9132653061225 54.7450980392157 62.541958041958 79.1012145748988 42.6340206185567 50.0871559633027 73.2773109243697 44.565625 39.5162790697674 71.2039473684211 53.8659793814433 716192.754385965 44.2718446601942 170.528301886792 125.128 42.2829131652661 113.443181818182 79.9230769230769 423.036269430052 176.098837209302 65.0804953560371 64.0722891566265 61.7708333333333 26.9160305343511
"ENSG00000220785" 1615.74 1615.3127753304 2220.86896551724 1583.10714285714 2025.57142857143 877.180722891566 424.892857142857 512.675213675214 262.47619047619 305.464 458.973684210526 321.444444444444 534.808510638298 727.166666666667 492.805309734513 448.835051546392 1839.96261682243 170.398305084746 432.721830985916 1082.51006711409 1096.15816326531 1401.35947712418 595.797202797203 1239.58704453441 1030.42268041237 952.422018348624 322.647058823529 2079.68125 285.276744186047 1350.03289473684 4905.70103092783 1150.94152046784 4594.84466019418 2017.90566037736 545.5 487.201680672269 1344.29545454545 920.259615384615 873.896373056995 811.825581395349 2172.09287925697 2732.10843373494 1665.92708333333 34.3333333333333
"ENSG00000222046" 6.74857142857143 6.71806167400881 13.1103448275862 9.20535714285714 9.61654135338346 5.86746987951807 8.40476190476191 9.77777777777778 12.5142857142857 14.312 11.5175438596491 7.41666666666667 5.82978723404255 11.9791666666667 11.070796460177 5.96907216494845 12.7056074766355 7.39830508474576 10.8661971830986 10.0604026845638 10.7295918367347 9.91503267973856 5.51048951048951 9.57894736842105 4.37628865979381 3.3348623853211 2.47058823529412 70.7125 2.66279069767442 16.8223684210526 20.2371134020619 6.19298245614035 31.126213592233 22.7924528301887 6.22 5.92717086834734 11.5227272727273 9.24038461538461 8.00518134715026 89.2209302325581 43.0185758513932 22 11.4583333333333 3.68447837150127
"ENSG00000222112" 34.6971428571429 26.4801762114537 17.151724137931 28.0848214285714 29.5187969924812 36.8373493975904 3.14285714285714 6.55555555555556 10.2857142857143 15.352 6.85964912280702 3.7037037037037 4.76595744680851 5 4.94690265486726 4.05154639175258 32.5373831775701 3.32203389830508 28.6619718309859 23.1073825503356 15.765306122449 24.0849673202614 11.5 25.748987854251 23.2371134020619 22.8669724770642 11.3949579831933 45.10625 26.2767441860465 60.7697368421053 18.9175257731959 10 18.873786407767 19.7924528301887 12.64 14.3697478991597 14.7045454545455 21.9423076923077 19.0259067357513 8.2093023255814 25.8699690402477 22.2530120481928 16.3020833333333 100.605597964377
"ENSG00000224066" 93.0257142857143 105.801762114537 255.344827586207 125.263392857143 136.834586466165 80.2710843373494 209.464285714286 205.846153846154 385.609523809524 346.504 236.087719298246 200.537037037037 169.829787234043 216.333333333333 224.407079646018 182.164948453608 158.46261682243 710.101694915254 160.37323943662 171.953020134228 141.867346938776 145.738562091503 83.9160839160839 135.352226720648 124.587628865979 130.151376146789 47.9327731092437 137.575 418.186046511628 187.342105263158 241.144329896907 83.8771929824561 614.796116504854 321.367924528302 101.26 91.6134453781513 148.556818181818 166.980769230769 112.958549222798 787.372093023256 494.671826625387 259.650602409639 151.854166666667 68.0381679389313
"ENSG00000224183" 14.3257142857143 11.0176211453744 11.448275862069 6.85267857142857 9.31578947368421 11.0692771084337 6.28571428571429 10.5555555555556 5.41904761904762 4.936 7.70175438596491 7.05555555555556 4.06382978723404 6.8125 12.6637168141593 6.65979381443299 17.5841121495327 7.52542372881356 22.556338028169 9.32885906040269 5.85714285714286 6.32679738562091 4.57692307692308 6.13765182186235 6.31958762886598 4.61926605504587 3.67226890756303 8.340625 3.35116279069767 10.1743421052632 18.1546391752577 2.42690058479532 8.58252427184466 10.9433962264151 7.98 9.26330532212885 8.89772727272727 14.5961538461538 4.08290155440415 6.22674418604651 15.4272445820433 17.3493975903614 13.2395833333333 16.5852417302799
"ENSG00000225159" 219.42 240.383259911894 270.289655172414 203.138392857143 210.323308270677 250.509036144578 92.8809523809524 105 188.438095238095 126.296 83.3859649122807 111.62037037037 78.9148936170213 124.635416666667 111.097345132743 90.0824742268041 233.883177570093 1768.49152542373 917.982394366197 240.38255033557 230.795918367347 207.235294117647 356.863636363636 208.68016194332 150.319587628866 142.339449541284 90.3025210084034 220.246875 171.683720930233 166.621710526316 657.051546391753 277.502923976608 185.980582524272 156.943396226415 162.34 147.960784313725 207.704545454545 173.682692307692 203.093264248705 280.831395348837 199.021671826625 405.024096385542 282.322916666667 52.1246819338422
"ENSG00000225313" 292.62 213.823788546256 241.248275862069 271.044642857143 318.353383458647 315.46686746988 60.6785714285714 85.2820512820513 209.390476190476 225.04 89.6754385964912 62.1944444444444 76.2127659574468 88.96875 84.2389380530973 72.7731958762887 250.733644859813 26.5084745762712 213.352112676056 198.536912751678 177.413265306122 210.496732026144 120.391608391608 226.955465587045 146.768041237113 130.912844036697 177.27731092437 323.059375 129.927906976744 365.654605263158 145.876288659794 102.830409356725 238.009708737864 235.735849056604 108.3 137.473389355742 219.681818181818 620.096153846154 185.19170984456 150.06976744186 234.603715170279 172.132530120482 121.302083333333 1414.15012722646
"ENSG00000225643" 14.3857142857143 11.1541850220264 5.91034482758621 46.2098214285714 30.8571428571429 27.9126506024096 4.69047619047619 4.47863247863248 103.32380952381 80.152 6.6140350877193 4.86111111111111 6.68085106382979 5.79166666666667 3.7787610619469 4.90721649484536 13.9252336448598 4.96610169491525 2.74295774647887 14.8255033557047 9.47448979591837 18.1895424836601 6.05594405594406 15.753036437247 5.2680412371134 5.89449541284404 3.96638655462185 14.503125 8.02790697674419 10.75 11.5154639175258 18.0233918128655 11.2912621359223 14.5283018867925 14.296 17.2408963585434 9.93181818181818 21.3173076923077 8.39896373056995 6.1046511627907 14.5882352941176 14.6385542168675 11.25 6.24936386768448
"ENSG00000225828" 99.4971428571429 96.4801762114537 141.606896551724 77.6116071428571 85.4436090225564 66.9819277108434 94.4523809523809 90.7350427350427 312.704761904762 241.448 91.0175438596491 86.962962962963 87.1063829787234 108.1875 97.7522123893805 93.5154639175258 111.911214953271 35.864406779661 31.9049295774648 107.812080536913 109.229591836735 104.882352941176 69.0384615384615 106.008097165992 47.6134020618557 33.9036697247706 117.386554621849 115.6125 32.8627906976744 132.144736842105 243.226804123711 51.9356725146199 141.135922330097 192.254716981132 131.336 132.098039215686 166.340909090909 251.355769230769 85.6735751295337 3703.96511627907 175.05572755418 164.915662650602 117.114583333333 96.2264631043257
"ENSG00000225886" 6.85142857142857 4.18061674008811 6.41379310344828 4.8125 6.82706766917293 2.37349397590361 4.64285714285714 5.30769230769231 9.63809523809524 10.368 7.6140350877193 6.58333333333333 3.97872340425532 7.90625 5.12389380530973 7.01030927835052 6.38785046728972 57.1016949152542 3.23943661971831 3.99328859060403 3.63265306122449 5.42483660130719 2.0979020979021 6.12145748987854 3.44845360824742 4.92660550458716 2.73109243697479 13.896875 0.586046511627907 10.1546052631579 6.2680412371134 3.50292397660819 14.4271844660194 3.41509433962264 2.66 2.91596638655462 7.11363636363636 7.75 5.86528497409326 6.21511627906977 10.7678018575851 5.14457831325301 2.625 7.78880407124682
"ENSG00000225891" 7.43714285714286 6.61233480176211 4.72413793103448 7.69642857142857 7.50375939849624 8.30120481927711 3.47619047619048 5.07692307692308 12.6666666666667 12.4 4.41228070175439 3.12962962962963 4.01063829787234 4.82291666666667 3.80530973451327 2.96907216494845 9.55140186915888 10.0338983050847 2.49295774647887 7.85234899328859 7.26020408163265 6.90196078431373 5.60839160839161 6.90283400809717 2.81958762886598 2.24311926605505 2.72268907563025 8.675 2.26511627906977 11.8618421052632 25.1340206185567 4.52046783625731 26.4271844660194 12.6132075471698 5.608 5.10924369747899 12.1022727272727 14.0288461538462 5.22279792746114 110.406976744186 16.8421052631579 21.5903614457831 10.6145833333333 7.16539440203562
"ENSG00000226396" 30.4742857142857 68.3788546255507 47.448275862069 53.9375 48.8496240601504 28.4819277108434 20.5952380952381 23.008547008547 132.180952380952 95.216 23.640350877193 21.0648148148148 25.1276595744681 29.3541666666667 21.646017699115 23.4742268041237 50.6728971962617 53.3559322033898 22.6478873239437 61.8993288590604 84.8418367346939 69.2549019607843 55.1503496503497 61.5060728744939 57.0876288659794 46.6697247706422 40.0672268907563 92.615625 8.27441860465116 38.9177631578947 174.463917525773 21.140350877193 148.067961165049 280.971698113208 49.284 30.8403361344538 93.4886363636364 103.432692307692 36.6787564766839 138.843023255814 78.9287925696594 107.759036144578 113.572916666667 40.6972010178117
"ENSG00000226526" 63.5628571428571 61.5859030837004 84.6206896551724 65.4464285714286 72.1127819548872 44.9066265060241 242.154761904762 125.837606837607 202.333333333333 221.832 295.333333333333 261.75 127.531914893617 258.958333333333 183.053097345133 99.6288659793814 67.3130841121495 95.2796610169491 101.140845070423 46.2684563758389 67.8571428571429 45.5882352941176 91.2692307692308 50.5506072874494 27.020618556701 29.5825688073394 10.5798319327731 84.753125 44.3720930232558 75.5460526315789 44.1134020618557 122.964912280702 224.961165048544 54.0849056603774 59.888 66.5378151260504 69.6931818181818 79.2211538461538 62.020725388601 56.8953488372093 71.9504643962848 65.8674698795181 54.40625 33.5318066157761
"ENSG00000226698" 22.74 20.2511013215859 47.7172413793103 19.1785714285714 23.4511278195489 18.8493975903614 37.3809523809524 39.1709401709402 66.3714285714286 52.304 36.3771929824561 39.8425925925926 29.8510638297872 41.40625 40.7787610619469 35.0309278350515 23.0140186915888 29.3559322033898 36.6760563380282 31.4429530201342 31.2908163265306 29.5751633986928 22.7552447552448 33.1457489878542 13.5979381443299 13.9587155963303 25.8655462184874 22.4875 13.7418604651163 26.6513157894737 25.5773195876289 18.953216374269 41.5242718446602 41.0471698113208 27.92 28.8179271708683 36.0454545454545 45.7692307692308 25.5388601036269 31.093023255814 30.2414860681115 29.421686746988 23.625 12.6743002544529
"ENSG00000227001" 16.8714285714286 15.6607929515419 28.0551724137931 10.7946428571429 12.8496240601504 7.56626506024096 15.3690476190476 12.7521367521368 41.0190476190476 38.032 15.6315789473684 15.0925925925926 9.61702127659574 19.5416666666667 16.2654867256637 11.1340206185567 26.2056074766355 7.32203389830508 63.5528169014084 17.4563758389262 24.2295918367347 17.5490196078431 16.2832167832168 19.6437246963563 11.8556701030928 8.1697247706422 4.92436974789916 12.98125 2.34186046511628 19.1513157894737 27.4845360824742 13.0116959064327 41.0291262135922 24.3867924528302 24.132 20.3893557422969 24.1477272727273 16.4807692307692 19.5025906735751 121.232558139535 29.71826625387 23.8192771084337 18 4.40712468193384
"ENSG00000227409" 45.6857142857143 37.4537444933921 35.5724137931035 27.8794642857143 33.1503759398496 42.2801204819277 15.8095238095238 15.9487179487179 34.7333333333333 20.56 12.5350877192982 16.6759259259259 11.8829787234043 18.8125 16.7079646017699 11.9587628865979 43.7383177570093 121.093220338983 134.133802816901 32.8456375838926 25.6938775510204 27.7581699346405 28.1888111888112 29.8866396761134 22.3144329896907 19.0137614678899 7.83193277310924 32.81875 29.0883720930233 34.9440789473684 46.9896907216495 17.6374269005848 17.6893203883495 27.2641509433962 27.34 29.2885154061625 25.7840909090909 14.7884615384615 23.279792746114 61.4418604651163 36.8761609907121 42.0963855421687 31.0729166666667 6.43511450381679
"ENSG00000227637" 7.96285714285714 5.7488986784141 3.88275862068966 4.25 4.6015037593985 3.80421686746988 2 2.77777777777778 5.33333333333333 4.456 2.34210526315789 1.53703703703704 1.73404255319149 2.3125 2.57522123893805 1.60824742268041 8.78971962616822 3.10169491525424 2.29225352112676 6.40939597315436 6.18877551020408 5.98692810457516 7.72027972027972 5.11740890688259 4.76288659793814 3.3302752293578 4.9327731092437 9.221875 2.76511627906977 9.77302631578947 15.9278350515464 3.15204678362573 6.47572815533981 10.6792452830189 6.876 5.77310924369748 6.26136363636364 5.14423076923077 4.3160621761658 7.66279069767442 10.9287925696594 15.0963855421687 11.25 1.41730279898219
"ENSG00000227751" 166.48 191.440528634361 172.055172413793 106.160714285714 160.458646616541 73.2349397590361 168.27380952381 159.068376068376 239 198.928 196.236842105263 209.962962962963 187.425531914894 236.3125 144.858407079646 168.505154639175 245.869158878505 500.254237288136 202.408450704225 193.389261744966 236.785714285714 123.104575163399 527.321678321678 113.538461538462 89.6958762886598 76.6146788990826 97.563025210084 269.990625 43 194.164473684211 213.762886597938 115.783625730994 145.611650485437 300.320754716981 521.032 470.316526610644 279.511363636364 450.115384615385 145.663212435233 319.953488372093 239.15479876161 190.614457831325 281.104166666667 108.727735368957
"ENSG00000228172" 459.648571428571 501.977973568282 393.972413793103 285.022321428571 402.172932330827 269.123493975904 272.22619047619 298.376068376068 258.419047619048 265.56 298.622807017544 251.027777777778 255.882978723404 261.40625 302.194690265487 261.60824742268 513.429906542056 37.728813559322 596.214788732394 364.657718120805 244.908163265306 391.490196078431 253.828671328671 419.720647773279 223.087628865979 285.192660550459 103.638655462185 466.125 230.911627906977 439.144736842105 415.855670103093 263.888888888889 383.417475728155 582.905660377358 221.7 254.641456582633 250.409090909091 398.067307692308 279.414507772021 310.645348837209 522.349845201238 419.21686746988 293.395833333333 74.9033078880407
